latitude,longitude,Address,Hospital Type,Services Empanelled
28.3646979,77.329593,"GOYAL HOSPITAL,NEAR HANUMAN TEMPLE SECTOR 8 FARIDABAD, FARIDABAD, HARYANA",Private (For Profit),"M1,M7,M1,M7,M1,S1,M2,S2,S3,S4,S5,S7,S10,S11,S16,S6"
28.3977337,77.2955514,"C K MEMORIAL KAPOOR HOSPITAL,3B/ 8/BP NIT FARIDABAD, FARIDABAD, HARYANA",Private (For Profit),"S1,S4,M1,M7,M2"
29.1320043,76.7014484,"GAJRAJ HOSPITAL,NEAR BUS STAND, ROHTAK ROAD, GOHANA (HARYANA), SONIPAT, HARYANA",Private (Not for Profit),"M1,M7,M1,M7,M1,S5,S4,S1,S12"
29.0043151,77.0340909,"Nest Hospital,42p, opp. MG mall, sector-15, SONIPAT, HARYANA",Private (For Profit),"S4,S14,M2,M3"
30.7110942,76.8495932,"DHAWAN HOSPITAL,PLOT NO. 1, SECTOR 7, PANCHKULA, HARYANA",Private (For Profit),"M1,M7,M1,M7,M5,S5,S4,M1,S1,S2"
29.6063669,76.9796911,"Arpana Hospital,Arpana Hospital, Madhuban, KARNAL, HARYANA",Private (Not for Profit),"M2,M1,M7,S5,S4,S3,S1"
29.6950825,76.9974732,"SETH HOSPITAL,1- NIRMAL COLONY, BEHIND MELA RAM SCHOOL, KARNAL, HARYANA",Private (Not for Profit),"M1,M7,S4,S1"
29.4039737,76.9706453,"SHOBHIT HOSPITAL,ADJACENT CANARA BANK, TEHSIL ROAD, BEHIND SKYLARK, PANIPAT, HARYANA",Private (For Profit),"S5,S4"
29.3909464,76.9635023,"dr sombir hospital,KHANNA ROAD KRISHAN PURA, PANIPAT, HARYANA",Private (For Profit),"S4,S1"
29.4035978,76.9709075,"PAHUJA HOSPITAL,18, nehru nagar, tehsil road, behind skylark, PANIPAT, HARYANA",Private (For Profit),S1
29.3995152,76.9731565,"JINDAL NURSING HOME,50, Devi Murti Colony, PANIPAT, HARYANA",Private (For Profit),"S4,S1"
29.5366586,75.022747,"Bansal Hospital,Bansal Hospital, SIRSA, HARYANA",Private (For Profit),"S3,S4"
28.9090375,75.6101793,"SKP multispeciality hospital,SKP multispeciality hospital rupana road siwani mandi, BHIWANI, HARYANA",Private (For Profit),"M2,S5,S4,M1,M7,M1,M7,S1"
28.3912561,77.2927682,"R K HOSPITAL,3C/59, B.P. N.I.T. Faridabad, FARIDABAD, HARYANA",Private (For Profit),"S2,M1,M7,M2,M3"
28.411162,77.320822,"Handa Medical Centre,NURSING HOME.Site no-1 sec-16 faridabad, FARIDABAD, HARYANA",Private (For Profit),S5
28.3346286,77.2107222,"AL FALAH HOSPITAL,Fathehpur Taga Road Village Dhauj, FARIDABAD, HARYANA",Private (Not for Profit),"M1,M3,M2,M1,M7,M1,M7,S16,S6,S10,S11,S5,S4,S3,S2,S1"
28.6070223,76.6455495,"OSCAR SUPERSPECIALITY HOSPITAL & TRAUMA CENTER PVT LTD,OPP. CIVIL HOSPITAL, JHAJJAR, JHAJJAR, HARYANA",Private (For Profit),"M1,S12,M1,M7,M1,M7,S6,S13,S5,S4,S1"
28.684574,76.921067,"Swastik Hospital,Swastik Hospital, JHAJJAR, HARYANA",Private (For Profit),"S1,S2,S4,S5,S16,M1,M7,M1,M7,M1"
29.682397,76.9964817,"haryana nursing home,34, sector 14 u.e , KARNAL, HARYANA",Private (For Profit),S5
28.4581367,77.0635723,"MAYOM HOSPITAL,D BLOCK SOUTH CITY-1 , GURUGRAM, HARYANA",Private (Not for Profit),"S12,M3,M1,M1,M2,S8,M1,S7,S14,S8,S9,M1,M7,M4,S6,S10,S11,S7,M2,M1,M7,S16,S5,S4,S3,S2,S1"
30.1547391,77.3088826,"KOHLI HOSPITAL,2 PURAN VIHAR , YAMUNANAGAR, HARYANA",Private (For Profit),"M1,M7,S5"
29.8006195,76.4028851,"Shah Hospital,SHAH HOSPITAL, KAITHAL, HARYANA",Private (For Profit),"S1,S5,S8,S9,M1,M7"
28.47841,76.902714,"SGT MEDICAL COLLEGE HOSPITAL AND RESEARCH INSTITUTE,BUDHERA, GURUGRAM, HARYANA",Private (Not for Profit),"M1,M1,M2,S8,M1,S7,S12,M3,M2,M1,M7,M1,M7,S16,S6,S10,S11,S8,S9,S5,S4,S3,S2,S1"
28.351727,77.334448,"FRU11,rch fru2 sector 3 ballabgarh, FARIDABAD, HARYANA",Public,BLANK
28.7635586,76.6264147,"CHC Dighal,CHC Dighal, JHAJJAR, HARYANA",Public,BLANK
28.6953019,76.7287523,"CHC CHHARA,VPO CHHARA, JHAJJAR, HARYANA",Public,BLANK
28.4866313,76.5609246,"CHC Dhakla,CHC Dhakla, JHAJJAR, HARYANA",Public,BLANK
28.7635586,76.6264147,"Community Health Center Badli,Community Health Center, JHAJJAR, HARYANA",Public,BLANK
29.1633215,75.7198129,"SEWAK SABHA CHARITABLE TRUST HOSPITAL,RISHI NAGAR SIRSA ROAD, HISAR, HARYANA",Private (Not for Profit),"S4,S16,S7,M1,M7,M3,S3,S2,M2,M1,M7,M1,S5,S1"
29.1300579,75.74422,"SONAKSHI CHILDREN HOSPITAL,Dayanand colony plot no 2, HISAR, HARYANA",Private (For Profit),"M3,M2"
28.0540628,76.1019566,"Shanti Hospital,Nizampur Road , Narnaul, MAHENDRAGARH, HARYANA",Private (For Profit),"S4,S1,M1,M7"
28.4463903,76.9915686,"Kamla Hospital,Main Pataudi Road, Near Sector 10A Chowk, Gurugram, GURUGRAM, HARYANA",Private (For Profit),"S1,S2,S3,S4,S5,S14,S8,S9,M5,S10,S11,S6,S16,M1,M7,M1,M7,M2,M3,M1,M1,M2,S8,S15"
28.7050625,76.9379431,"SHIVAM HOSPITAL UNIT OF R R HOSPITALS PVT LTD,NAHRA NAHRI ROAD LINEPAR, JHAJJAR, HARYANA",Private (For Profit),"S6,S7,S16,M1,M7,M1,M1,M7,M3,S1,S2,S4,M2,S5"
29.3875311,76.9822318,"AHUJA HOSPITAL PVT LTD,SANOLI ROAD, NEAR NEW SABZI MANDI PANIPAT, PANIPAT, HARYANA",Private (For Profit),"M3,M2,M1,M7,S5,S4,S1"
30.154836,77.30834,"vardaan hospital,puran vihar, jagadhri, YAMUNANAGAR, HARYANA",Private (Not for Profit),S7
28.7949011,76.1463183,"TRIVENI DENTAL CLINIC AND IMPLANT CENTRE,ROHTAK GATE, BHIWANI, HARYANA",Private (For Profit),S16
29.5350215,75.0461764,"MOHAR SINGH SURGICAL AND MATERNITY HOSPITAL,Near New Bus Stand,Hisar Road Sirsa , SIRSA, HARYANA",Private (For Profit),"S4,S7,S1"
28.0669991,76.107273,"Hemant Hospital,Mahendergarh Road NARNAUL, MAHENDRAGARH, HARYANA",Private (For Profit),"M1,M7"
29.8871127,76.3560651,"CH Siwan,VPO SIWAN, KAITHAL, HARYANA",Public,BLANK
30.583336,77.0244867,"CHC Raipur rani,Beside Bus Stand Raipur Rani, PANCHKULA, HARYANA",Public,BLANK
29.7621028,76.5546032,"COMMUNITY HEALTH CENTER PUNDRI,At Front of Punjab National Bank Pundri , KAITHAL, HARYANA",Public,BLANK
29.8486484,76.6600675,"CHC Kaul,Kaul, KAITHAL, HARYANA",Public,BLANK
29.1229795,76.4013471,"CHC JULANA,NEAR HAFED GODAM, JULANA, JIND, HARYANA",Public,BLANK
27.8876324,77.3822652,"Sub Divisional Hospital Hodal,govt. Hospital Hodal, Palwal, PALWAL, HARYANA",Public,BLANK
42.6047963,-81.6056473,"COMMUNIT HEALTH CENTRE RANIA,COMMUNITY HEALTH CENTRE RANIA, SIRSA, HARYANA",Public,BLANK
28.4163629,77.3444131,"community Health center Kheri kala,CHC KHERI KALAN, FARIDABAD, HARYANA",Public,BLANK
28.2117834,77.2619095,"COMMUNITY HEALTH CENTER DUDHOLA,vill. dudhola , PALWAL, HARYANA",Public,BLANK
28.9667221,75.954014,"CHC JAMALPUR,V.P.O.JAMALPUR, BHIWANI, HARYANA",Public,BLANK
28.8423231,75.738297,"CHC Miran,chc miran, BHIWANI, HARYANA",Public,BLANK
28.9123769,77.1172338,"COMMUNITY HEALTH CENTRE BADKHALSA,CHC BADKHALSA, SONIPAT, HARYANA",Public,BLANK
28.6990089,75.8777401,"chc kairu,VPO KAIRU, BHIWANI, HARYANA",Public,BLANK
28.7067144,76.214415,"CHC Manheru,CHC Manheru, BHIWANI, HARYANA",Public,BLANK
29.370864,75.128189,"CHC Nathusari Chopta,Near ITI, Sirsa Road, Nathusari Chopta, SIRSA, HARYANA",Public,BLANK
28.453856,77.049479,"Polyclinic Sector 31,Polyclinic sector 31 near Rishi public school, GURUGRAM, HARYANA",Public,BLANK
29.8793647,77.0562936,"CHC INDRI,indri, KARNAL, HARYANA",Public,BLANK
28.3810177,77.3019773,"Medicheck Hospital,1C 76 and 53 NIT Faridabad, FARIDABAD, HARYANA",Private (For Profit),"S5,S4,S2,S1,M2,M1,M7,M1,M7"
29.3119805,76.3282912,"Goel Orthopaedic Centre,GOEL ORTHOPAEDIC CENTRE, SCF 15-16, HUDA COMPLEX, OPP. DRDA, GOHANA ROAD, JIND, HARYANA",Private (For Profit),S5
29.6933609,76.9924688,"PARVEEN HOSPITAL PVT LTD KARNAL,786 JERNAILY KOTHI DYAL SINGH COLLEGE ROAD, KARNAL, HARYANA",Private (For Profit),"M1,M7,S4,S1,S10,S11"
29.6829458,77.010526,"ARORA EYE AND LASIK LASER CENTRE,650, SECTOR-7, URBAN ESTATE, KARNAL, HARYANA",Private (Not for Profit),S3
29.5721423,76.9812561,"R P WELLTAR HOSPITAL,NEAR TOLL PLAZA, BASTARA,G.T. ROAD, KARNAL, HARYANA",Private (Not for Profit),"S1,S3,S4,S5,S16,M1,M7"
29.6871184,77.0122072,"PARAS NURSING HOME,sector7 , karnal, KARNAL, HARYANA",Private (Not for Profit),"M1,M7,S4,S1"
29.9747582,76.8805167,"P D Memorial Chauhan eye and maternity hospital,126/5 urban estate kurukshetra , KURUKSHETRA, HARYANA",Private (For Profit),S3
28.1486968,77.3352903,"GURU NANAK HOSPITAL,DELHI MATHURA ROAD.NEAR BUS STAND,PALWAL, PALWAL, HARYANA",Private (For Profit),"S8,S9,S13,S7,M1,S7,S10,S11,S12,S16,S1,M2,S5,M1,M7,M1,M7,S6"
28.154438,77.3303669,"Cosmos Hospital,Prakash vihar, NH-2 Delhi- Mathura road,Palwal, PALWAL, HARYANA",Private (For Profit),S5
30.6724126,76.8534776,"GUPTA EYE HOSPITAL,H NO 685 SECTOR 12A, PANCHKULA, HARYANA",Private (For Profit),S3
28.1876854,76.6141175,"Riti Eye Care Hospital,289, Model Town, REWARI, HARYANA",Private (For Profit),S3
28.202036,76.6167146,"CYGNUS SUPERSPECIALITY HOSPITAL,MOHALLA SANGHI KA BASS, OPP CIVIL HOSPITAL,NEAR BSNL OFFICE, REWARI, HARYANA",Private (For Profit),"S6,M1,M7,M1,M7,M2,S5,S1,S4"
28.1926966,76.6196075,"Eye Q Vision Pvt Ltd,CIRCULAR ROAD, GARHI BOLINI CHOWK, REWARI, HARYANA",Private (For Profit),S3
28.1920627,76.612244,"DR R B YADAV HOSPITAL,CIRCULAR ROAD, NEAR DHARUHERA CHUNGI, REWARI, HARYANA",Private (For Profit),"S4,S1,M1,M7,S5,S16"
28.8970792,76.5774617,"OXYGEN HOSPITAL,near durga bhawan bhiwani stand, ROHTAK, HARYANA",Private (For Profit),"M1,S12,M1,M7,M1,M7,S5,S4,S1,S7"
28.8949761,76.6032787,"ISHWAR EYE CENTRE LLP,926, Vijay Park, Jhang Colony, ROHTAK, HARYANA",Private (For Profit),S3
28.8982732,76.5895775,"Mann Multispeciality Hospital,Subhash Road, Opp. All India Radio, ROHTAK, HARYANA",Private (For Profit),"M1,M1,S7,M2,M1,M7,M1,M7,S7,S5,S4,S1,S15"
30.129026,77.267366,"SANTOSH HOSPITAL,NEAR GOVT SCHOOL, GOBINDPURI, YAMUNANAGAR, HARYANA",Private (For Profit),"M1,M1,M2,S8,M1,S7,S12,M1,M7,M1,M7,S1"
29.1373272,76.6965963,"Abhishek memorial Hospital,Baroda Road, Gohana, SONIPAT, HARYANA",Private (For Profit),"S12,S4"
28.785358,76.3354081,"CHC BAUND KALAN,CHC BOND KALAN (BOND), CHARKI DADRI, HARYANA",Public,BLANK
28.549952,75.9544886,"CHC GOPI,CHC GOPI, CHARKI DADRI, HARYANA",Public,BLANK
29.5387128,75.7073966,"CHC Bhuna,CHC Bhuna, FATEHABAD, HARYANA",Public,BLANK
29.3034142,76.7414224,"CHC Ahar,vpo ahar, PANIPAT, HARYANA",Public,BLANK
28.2585655,77.2027305,"CHCs Ghangola,CHC Ghangola, GURUGRAM, HARYANA",Public,BLANK
29.382061,76.9845773,"Urban Health Centre Ghosli Sector 12 Huda Panipat,Urban Health Centre Ghosli Sector 12 Opposite Bhramhakumari Aashram Huda Panipat, PANIPAT, HARYANA",Public,BLANK
29.3264392,77.0841718,"CHC Bapoli,VPO Bapoli Near ITI , PANIPAT, HARYANA",Public,BLANK
29.3739083,76.9827667,"UHC Sec 25,HUDA SECTOR-25, PANIPAT, HARYANA",Public,BLANK
28.194728,76.132979,"CHC NANGAL SIROHI,NANGAL SIROHI, MAHENDRAGARH, HARYANA",Public,BLANK
29.0528447,76.1214761,"CHC Sorkhi,CHC Sorkhi, HISAR, HARYANA",Public,BLANK
43.6418243,-79.4294664,"CHC Taraori,Community health centre taraori, KARNAL, HARYANA",Public,BLANK
28.4106535,76.2172162,"CHC SEHLANG,chc sehlang, near bus stand, MAHENDRAGARH, HARYANA",Public,BLANK
29.1220848,74.7688766,"Communit Health Centre,Madhosinghana, SIRSA, HARYANA",Public,BLANK
29.1366352,75.7149121,"Sapra Multispeciality Hospital,Sapra Multispeciality Hospital, Sector 15A, Rajgarh Road, Hisar, Haryana, 125001, HISAR, HARYANA",Private (For Profit),"S7,M3,S2,S4,S1,M1,M2,S8,M1,S10,S11,S15,S8,S9,S14,S5,M1,S7,S12,M2,M1,M7,M1,M7,S16,S6"
28.3973346,77.2948602,"KEDAR HOSPITAL,3B/3,B.P NEAR DAV COLLEGE N.I.T FARIDABAD HARYANA , FARIDABAD, HARYANA",Private (For Profit),"S16,S10,S11,S7,S5,S4,S2,S1,S12,M3,M2,M1,M7,M1,M7"
28.611929,76.642876,"Medicare Superspeciality Hospital and Trauma Centre a unit of Comfortplus Distribution Pvt Ltd,Medicare Superspeciality Hospital and Trauma Centre,Opposite PWD Rest House,Dadri Road,Jhajjar, JHAJJAR, HARYANA",Private (For Profit),"S7,S5,S4,S1,M1,M7,M1,M7,S16,S6"
29.1669009,75.7188188,"PRADEEP KANSAL MULTISPECIALITY HOSPITAL,25 - Inderprastha Colony, Near Bus Stand, Hisar, HISAR, HARYANA",Private (For Profit),"M1,M7,S4,M2,M3"
32.5311523,75.9638178,"Civil Hospital Dalhousie,Cvil Hospital Dalhousie, CHAMBA, HIMACHAL PRADESH",Public,BLANK
32.833505,76.156303,"Civil Hospital Tissa,VILLAGE NAGORI PO SACH TEHSIL CHAMBA HP, CHAMBA, HIMACHAL PRADESH",Public,BLANK
32.3545088,75.9486982,"PRIMARY HEALTH CENTRE Kakira,CHAMBA, HIMACHAL PRADESH",Public,BLANK
43.6373568,-79.4887662,"COMMUNITY HEALTH CENTRE CHOORI,CHC Choori Mehla, CHAMBA, HIMACHAL PRADESH",Public,BLANK
32.1069653,76.3787153,"COMMUNITY HEALTH CENTRE Nagrota Bagwan,KANGRA, HIMACHAL PRADESH",Public,BLANK
32.1136059,76.2793716,"COMMUNTY HEALTH CENTRE Chadiyar,KANGRA, HIMACHAL PRADESH",Public,BLANK
31.8820204,76.2126939,"Ayurvedic Hospital Dehra,KANGRA, HIMACHAL PRADESH",Public,BLANK
32.196971,76.322488,"Ayurvedic Hospital Harsar,KANGRA, HIMACHAL PRADESH",Public,BLANK
32.1136059,76.2793716,"Halderkola ayurvedic Hospital Kangra,KANGRA, HIMACHAL PRADESH",Public,BLANK
31.8820204,76.2126939,"Ayurvedic Hospital Dehra,KANGRA, HIMACHAL PRADESH",Public,BLANK
32.102795,77.138466,"Ayurvedic Hospital katrai,KULLU, HIMACHAL PRADESH",Public,BLANK
31.2618891,76.9784261,"Primary Health Centre Chandi,V.P.O Chandi,Teh Kasauli,Distt Solan,HP.173236, SOLAN, HIMACHAL PRADESH",Public,BLANK
31.2764487,76.9039026,"PRIMARY HEALTH CENTRE DARLAGHAT,SOLAN, HIMACHAL PRADESH",Public,BLANK
30.7598765,76.77989,"PGI Chandigarh,NA, HIMACHAL PRADESH",Public,BLANK
30.8587933,77.1686658,"COMMUNITY HEALTH CENTRE,SIRMAUR, HIMACHAL PRADESH",Public,BLANK
31.1064901,77.1822518,"INDIRA GANDHI MEDICAL COLLAGE,SHIMLA, HIMACHAL PRADESH",Public,BLANK
31.201093,77.7535278,"Ayurvedic HospitalRohru,SHIMLA, HIMACHAL PRADESH",Public,BLANK
31.4619706,77.6724028,"MGMSCKHNERI RAMPUR,MGMSCKHNERI RAMPUR, SHIMLA, HIMACHAL PRADESH",Public,BLANK
31.5651167,77.9353595,"Project Hospital Bhavanagar,CHC Bhaba Nagar, KINNAUR, HIMACHAL PRADESH",Public,BLANK
31.4301156,78.2628103,"COMMUNITY HEALTH CENTRE Sangla,CHC SANGLA, KINNAUR, HIMACHAL PRADESH",Public,BLANK
31.5204577,78.09129,"PRIMARY HEALTH CENTRE Nichar,KINNAUR, HIMACHAL PRADESH",Public,BLANK
31.5391717,78.2678468,"Distt Ayurvedic Reckong Peo,Distt Tribal Ayurvedic Hospital Reckongpeo, KINNAUR, HIMACHAL PRADESH",Public,BLANK
31.3360096,76.7648113,"REGIONAL HOSPITAL BILASPUR,Regional Hospital Bilaspur Distt. Bilaspur HP, BILASPUR, HIMACHAL PRADESH",Public,BLANK
31.7016827,76.7369438,"Referal hospital Sarkaghat,SARKAGHAT, MANDI, HIMACHAL PRADESH",Public,BLANK
31.561083,77.0750275,"Primary Health Centre Ghor,CIVIL HOSPITAL GOHAR, MANDI, HIMACHAL PRADESH",Public,BLANK
31.3809915,77.2037782,"Civil hospital Karsog,Civil Hospital Karsog Post Office Karsog Tehsil Karsog Pin code 175011, MANDI, HIMACHAL PRADESH",Public,BLANK
31.7123107,76.9281706,"Distt Ayurvedic Hospital Mandi,district ayurvedic hospital, MANDI, HIMACHAL PRADESH",Public,BLANK
31.4377503,76.7114652,"CIVIL HOSPITAL GHUMARWIN,Civil Hospital Ghumarwin, BILASPUR, HIMACHAL PRADESH",Public,BLANK
31.3763795,76.6318783,"COMMUNITY HEALTH CENTRE JHANDUTA,CHC JHANDUTTA, TEHSIL SADAR, DISTT. BILASPUR HP 174031, BILASPUR, HIMACHAL PRADESH",Public,BLANK
31.3061766,76.5364849,"COMMUNITY HEALTH CENTRE NAINA DEVI,CHC Ghawandal, Sri Naina Devi Ji, Distt. Bilaspur, BILASPUR, HIMACHAL PRADESH",Public,BLANK
31.392522,76.753821,"Ayurvedic Hospital KANDRAUR,Ayurvedic Hospital Kandraur Distt Bilaspur , BILASPUR, HIMACHAL PRADESH",Public,BLANK
31.3349907,76.7651871,"Distt Ayurvedic Hospital Bilaspur,Distt Ayurvedic Hospital Bilaspur, Distt Bilaspur, BILASPUR, HIMACHAL PRADESH",Public,BLANK
31.349899,76.5891558,"COMMUNITY HEALTH CENTRE BARTHIN,CHC Berthin, Tehsil Jhandutta, Distt. Bilaspur HP, BILASPUR, HIMACHAL PRADESH",Public,BLANK
31.9926039,76.7901608,"Ayurvedic Hospital Joginder nagar,Circle Ayurvedic Hospital Jogindernagar, MANDI, HIMACHAL PRADESH",Public,BLANK
30.9685193,77.1050736,"Civil HospitalKandaghat,CIVIL HOSPITAL KANDAGHAT, SOLAN, HIMACHAL PRADESH",Public,BLANK
31.1995679,77.7472818,"CIVIL HOSPITAL ROHRU SHIMLA,civil hospital rohru, SHIMLA, HIMACHAL PRADESH",Public,BLANK
30.9190874,77.6424958,"Civil Hospital NERWA,CIVIL HOSPITAL NERWA, SHIMLA, HIMACHAL PRADESH",Public,BLANK
32.3068262,75.8941967,"Civil Hospital Nurpur,CIVIL HOSPITAL NURPUR, KANGRA, HIMACHAL PRADESH",Public,BLANK
31.7136189,76.5975082,"CIVIL HOSPITAL TAUNI DEVI,CIVIL HOSPITAL TOUNI-DEVI, HAMIRPUR, HIMACHAL PRADESH",Public,BLANK
31.8797428,76.9131643,"Primary Health Centre Pdher,CIVIL HOSPITAL PADHAR, MANDI, HIMACHAL PRADESH",Public,BLANK
30.9475435,77.5882012,"Civil Hospital CHOPAL,civil hospital chopal , SHIMLA, HIMACHAL PRADESH",Public,BLANK
31.4785791,76.2741605,"Regional Hospital Una Una,REGIONAL HOSPITAL UNA, UNA, HIMACHAL PRADESH",Public,BLANK
31.4233592,77.5776681,"Civil Hospital Nirmand,CIVIL HOSPITAL NERMAND, KULLU, HIMACHAL PRADESH",Public,BLANK
30.8400852,76.9547605,"E S I Hospital Parwanoo,esi hospital sec 2 parwanoo, SOLAN, HIMACHAL PRADESH",Public,BLANK
31.2368878,77.8968238,"COMMUNITY HEALTH CENTREChirgaon,CHC CHIRGAON, SHIMLA, HIMACHAL PRADESH",Public,BLANK
31.3033921,77.5836145,"COMMUNITY HEALTH CENTRE NANKHRI SHIMLA,CHC NANKHARI, SHIMLA, HIMACHAL PRADESH",Public,BLANK
30.9699593,77.1871568,"Civil Hospital Chail,VPO Chail, Teh Kandaghat, Distt Solan, SOLAN, HIMACHAL PRADESH",Public,BLANK
32.5592584,76.1223643,"Regional Hospital Chamba,Pt JLNGMC Hospital chamba, CHAMBA, HIMACHAL PRADESH",Public,BLANK
31.9566725,77.1115458,"Civil Hospital Kullu,Regional Hospital Kullu, KULLU, HIMACHAL PRADESH",Public,BLANK
32.1383088,75.6884757,"COMMUNITY HEALTH CENTRE Indora,CHC Indora, KANGRA, HIMACHAL PRADESH",Public,BLANK
31.9589966,77.1095481,"district Ayurvedic Hospital Kullu,District Ayurvedic Hospital Kullu, KULLU, HIMACHAL PRADESH",Public,BLANK
30.9032491,77.089256,"DISTT AYURVEDIC HOSPITAL SOLAN,Distt Ayurvedic Hospital Solan, SOLAN, HIMACHAL PRADESH",Public,BLANK
32.0992042,76.2990403,"Dr RPMC Hospital Tanda,Dr RPMC Hospital Tanda, KANGRA, HIMACHAL PRADESH",Public,BLANK
32.14221,76.4535879,"PRIMARY HEALTH CENTRE Gopalpur,CHC GOPALPUR,TEH-PALAMPUR,DISTT.KANGRA, KANGRA, HIMACHAL PRADESH",Public,BLANK
31.9907551,76.7940149,"Civil hospital Joginder nagar,Civil Hospital Joginder Nagar, MANDI, HIMACHAL PRADESH",Public,BLANK
32.0149545,76.5196165,"COMMUNITY HEALTH CENTRE Bhawarna,CIVIL HOSPITAL , KANGRA, HIMACHAL PRADESH",Public,BLANK
31.6481048,76.6459331,"COMMUNITY HEALTH CENTRE Bhoranj,CIVIL HOSPITAL BHORANJ, HAMIRPUR, HIMACHAL PRADESH",Public,BLANK
31.9255065,76.4594719,"Civil Hospital THURAL,VPO Thural, KANGRA, HIMACHAL PRADESH",Public,BLANK
32.568119,76.1206821,"Distt Ayurvedic Hospital Chamba,Distt Ayurvedic Hospital Chamba at Baloo, CHAMBA, HIMACHAL PRADESH",Public,BLANK
31.4332038,77.4169743,"Civil Hospital Ani,CIVIl hospital Anni, KULLU, HIMACHAL PRADESH",Public,BLANK
31.8336473,76.5005144,"COMMUNITY HEALTH CENTRE SUJANPUR TIRA,CH SUJANPUR, HAMIRPUR, HIMACHAL PRADESH",Public,BLANK
32.2388746,77.1877863,"Civil Hospital Manali,CH Manali, KULLU, HIMACHAL PRADESH",Public,BLANK
31.8820204,76.2126939,"Civil Hospital Dehra,KANGRA, HIMACHAL PRADESH",Public,BLANK
30.5641891,77.2942931,"Regional HospitalNahan,Dr YSPGMC and Hospital Nahan, SIRMAUR, HIMACHAL PRADESH",Public,BLANK
21.2450002,81.605996,"Ayurvedic HospitalRampur,Govt Ayurvedic Hospital Rampur Bushahr , SHIMLA, HIMACHAL PRADESH",Public,BLANK
32.5718491,77.0235083,"Distt Ayurvedic HospitalKeylong,Keylong Post Office Keylong, LAHUL AND SPITI, HIMACHAL PRADESH",Public,BLANK
31.8679589,76.3212438,"COMMUNITY HEALTH CENTRE Jawalamukhi,civil hospital Jwalamukhi , KANGRA, HIMACHAL PRADESH",Public,BLANK
31.0230334,77.1870151,"Civil Hospital JUNGA,civil hospital junga, SHIMLA, HIMACHAL PRADESH",Public,BLANK
30.6009296,77.4381785,"Referral Hospital Dadahu,civil hospital dadahu tehsil dadahu district sirmour , SIRMAUR, HIMACHAL PRADESH",Public,BLANK
30.672984,77.7117568,"COMMUNITY HEALTH CENTRE Shillai,CHC SHILLAI, SIRMAUR, HIMACHAL PRADESH",Public,BLANK
30.9073856,77.1068325,"Regional HospitalSolan,REGIONAL HOSPITAL SOLAN, SOLAN, HIMACHAL PRADESH",Public,BLANK
31.5094424,77.7939749,"Civil Hospital Sarahan,CIVIL HOSPITAL SARAHAN, SIRMAUR, HIMACHAL PRADESH",Public,BLANK
31.6367323,77.3443321,"Civil Hospital Banjaar,BANJAR DISTT. KULLU HP , KULLU, HIMACHAL PRADESH",Public,BLANK
30.4371685,77.6203676,"Civil Hospital Paonta,Civil Hospital Paonta Sahib , SIRMAUR, HIMACHAL PRADESH",Public,BLANK
30.8523671,77.2998184,"Civil HospitalRajgarh,Near Nehru Ground, SIRMAUR, HIMACHAL PRADESH",Public,BLANK
32.7259427,76.6619781,"COMMUNITY HEALTH CENTRE UDAYPUR,Village Udaipur Post office Udaipur , LAHUL AND SPITI, HIMACHAL PRADESH",Public,BLANK
32.5718491,77.0235083,"REGIONAL HOSPITAL KEYLONG,Keylong , LAHUL AND SPITI, HIMACHAL PRADESH",Public,BLANK
31.4673282,76.2653598,"Distt Ayurvedic Hospital Una,Distt. Ayurvedic Hospital Una , UNA, HIMACHAL PRADESH",Public,BLANK
32.6153216,76.9014055,"COMMUNITY HEALTH CENTRE Shansha,Village Shansha Post Office Shansha, LAHUL AND SPITI, HIMACHAL PRADESH",Public,BLANK
31.1562331,76.9686717,"Civil HospitalArki,Civil Hospital Arki, SOLAN, HIMACHAL PRADESH",Public,BLANK
30.8961026,77.0152813,"COMMUNITY HEALTH CENTRE Dharampur,Dharampur, SOLAN, HIMACHAL PRADESH",Public,BLANK
31.9963988,77.2428053,"Civil Hospital Jari,CHC Jari, KULLU, HIMACHAL PRADESH",Public,BLANK
31.5017715,76.1782021,"Ayurvedic Hospital Ispur una,Dr D R Garg Memorial Govt Ayurvedic Hospital Ispur, UNA, HIMACHAL PRADESH",Public,BLANK
31.0846019,77.1813205,"REGIONAL AYURVEDIC HOSPITAL CHOTTA SHIMLA,REGIONAL AYURVEDIC HOSPITAL CHOTTA SHIMLA , SHIMLA, HIMACHAL PRADESH",Public,BLANK
31.7795491,75.998423,"COMMUNITY HEALTH CENTRE Daulatpur,CHC Daulatpur Chowk, Teh Ghanari, UNA, HIMACHAL PRADESH",Public,BLANK
31.0432459,76.7162848,"AYURVEDIC HOSPITAL NALAGARH,Govt. Ayurvedic Hospital nalagarh, SOLAN, HIMACHAL PRADESH",Public,BLANK
30.5626823,77.2930613,"Distt Ayurvedic Hospital Nahan,NAHAN, SIRMAUR, HIMACHAL PRADESH",Public,BLANK
32.0497073,76.6272368,"Ayurvedic College Hospital Paprola,Regional Ayurvedic Hospital Paprola, KANGRA, HIMACHAL PRADESH",Public,BLANK
31.539316,78.2670361,"Regional Hospital Reckong Peo,Regional Hospital Reckong Peo, KINNAUR, HIMACHAL PRADESH",Public,BLANK
